neuron_id,lag,time,cc,session_name,bin_width,state
4,0,0.0,0.09637650571687224,ESHOCK_03_LOC1,0.05,sw
5,0,0.0,0.1039995223472145,ESHOCK_03_LOC1,0.05,sw
6,0,0.0,0.034494079095341225,ESHOCK_03_LOC1,0.05,sw
8,0,0.0,0.039625778690633676,ESHOCK_03_LOC1,0.05,sw
9,0,0.0,0.009756663334193453,ESHOCK_04_LOC1,0.05,sw
17,0,0.0,-0.007992889208099494,ESHOCK_04_LOC1,0.05,sw
18,0,0.0,0.006639340442917542,ESHOCK_04_LOC1,0.05,sw
22,0,0.0,-0.003240776601885313,ESHOCK_04_LOC1,0.05,sw
31,0,0.0,-0.010442846795542741,ESHOCK_04_LOC1,0.05,sw
32,0,0.0,-0.006257028918080735,ESHOCK_04_LOC1,0.05,sw
33,0,0.0,-0.004047784863789007,ESHOCK_04_LOC1,0.05,sw
34,0,0.0,-0.010562849283380192,ESHOCK_04_LOC1,0.05,sw
35,0,0.0,-0.003966157372515957,ESHOCK_04_LOC1,0.05,sw
36,0,0.0,-0.03233362021703698,ESHOCK_04_LOC1,0.05,sw
37,0,0.0,-0.009165772691835048,ESHOCK_04_LOC1,0.05,sw
38,0,0.0,-0.020561468718051517,ESHOCK_04_LOC1,0.05,sw
41,0,0.0,0.0024539388424883236,ESHOCK_04_LOC1,0.05,sw
43,0,0.0,-0.005902514737469785,ESHOCK_04_LOC1,0.05,sw
45,0,0.0,-0.0028276818038520933,ESHOCK_04_LOC1,0.05,sw
48,0,0.0,-0.008776805242955314,ESHOCK_06_LOC1,0.05,sw
51,0,0.0,-0.0006772549320931498,ESHOCK_06_LOC1,0.05,sw
55,0,0.0,-0.0018136308303568567,ESHOCK_06_LOC1,0.05,sw
57,0,0.0,-0.01033609857052445,ESHOCK_06_LOC1,0.05,sw
59,0,0.0,0.0033480253897193767,ESHOCK_06_LOC1,0.05,sw
60,0,0.0,0.020581698249047712,ESHOCK_06_LOC1,0.05,sw
64,0,0.0,0.040965971015993974,ESHOCK_06_LOC1,0.05,sw
69,0,0.0,0.014035715208787339,ESHOCK_06_LOC1,0.05,sw
71,0,0.0,0.003979561861114285,ESHOCK_06_LOC1,0.05,sw
73,0,0.0,-0.011191699257845324,ESHOCK_06_LOC1,0.05,sw
74,0,0.0,-0.02170499294526002,ESHOCK_06_LOC1,0.05,sw
75,0,0.0,0.032316503441207414,ESHOCK_06_LOC1,0.05,sw
76,0,0.0,-0.005053196679954734,ESHOCK_06_LOC1,0.05,sw
77,0,0.0,0.014940127513865037,ESHOCK_06_LOC1,0.05,sw
81,0,0.0,-0.0008278892249884075,ESHOCK_07_LOC1,0.05,sw
82,0,0.0,0.012364467283384313,ESHOCK_07_LOC1,0.05,sw
89,0,0.0,0.02414578637386792,ESHOCK_07_LOC1,0.05,sw
91,0,0.0,0.004288959475054067,ESHOCK_07_LOC1,0.05,sw
93,0,0.0,0.03874701045003487,ESHOCK_07_LOC1,0.05,sw
94,0,0.0,-0.023879755821452422,ESHOCK_07_LOC1,0.05,sw
95,0,0.0,0.025053836164200188,ESHOCK_07_LOC1,0.05,sw
98,0,0.0,0.04072957296970212,ESHOCK_08_LOC1,0.05,sw
100,0,0.0,0.13425116807478385,ESHOCK_08_LOC1,0.05,sw
102,0,0.0,0.03934637077068213,ESHOCK_08_LOC1,0.05,sw
103,0,0.0,0.10151643094677004,ESHOCK_08_LOC1,0.05,sw
104,0,0.0,0.0451876864641774,ESHOCK_08_LOC1,0.05,sw
111,0,0.0,0.060374567867572684,ESHOCK_08_LOC1,0.05,sw
113,0,0.0,0.049141289651514194,ESHOCK_08_LOC1,0.05,sw
114,0,0.0,0.298836333557421,ESHOCK_08_LOC1,0.05,sw
115,0,0.0,0.0807407178288504,ESHOCK_08_LOC1,0.05,sw
120,0,0.0,0.23652291209029103,ESHOCK_08_LOC1,0.05,sw
122,0,0.0,0.31080780125887064,ESHOCK_08_LOC1,0.05,sw
132,0,0.0,0.013223592641845763,ESHOCK_09_LOC1,0.05,sw
144,0,0.0,0.09798999843689622,ESHOCK_09_LOC1,0.05,sw
145,0,0.0,-0.008164959150657071,ESHOCK_09_LOC1,0.05,sw
152,0,0.0,0.15478015591789623,ESHOCK_09_LOC1,0.05,sw
153,0,0.0,0.13989500232792423,ESHOCK_09_LOC1,0.05,sw
154,0,0.0,0.041237360460269594,ESHOCK_09_LOC1,0.05,sw
155,0,0.0,0.07653305880000244,ESHOCK_09_LOC1,0.05,sw
157,0,0.0,0.06781849225506922,ESHOCK_09_LOC1,0.05,sw
158,0,0.0,0.1093177779640677,ESHOCK_09_LOC1,0.05,sw
159,0,0.0,0.08340421198373146,ESHOCK_09_LOC1,0.05,sw
163,0,0.0,0.16123438829282477,ESHOCK_09_LOC1,0.05,sw
164,0,0.0,0.173660741154544,ESHOCK_09_LOC1,0.05,sw
176,0,0.0,0.044079548903924445,ESHOCK_09_LOC1,0.05,sw
177,0,0.0,0.08448508873053327,ESHOCK_09_LOC1,0.05,sw
178,0,0.0,0.009651117690504587,ESHOCK_09_LOC1,0.05,sw
179,0,0.0,0.00918365178809017,ESHOCK_09_LOC1,0.05,sw
184,0,0.0,0.12505238923167075,ESHOCK_09_LOC1,0.05,sw
1014,0,0.0,0.011282719721722125,hamilton_10,0.05,sw
1015,0,0.0,0.046707326674863825,hamilton_10,0.05,sw
1020,0,0.0,0.03161086623940864,hamilton_10,0.05,sw
1022,0,0.0,-0.008601853406241878,hamilton_03,0.05,sw
1024,0,0.0,0.0037398913099156573,hamilton_03,0.05,sw
1025,0,0.0,-0.007417715666299137,hamilton_03,0.05,sw
1026,0,0.0,-0.013741103477793414,hamilton_03,0.05,sw
1028,0,0.0,0.0007219737718709095,hamilton_03,0.05,sw
1031,0,0.0,0.003637707836672807,hamilton_04,0.05,sw
1032,0,0.0,-0.04560827629552597,hamilton_04,0.05,sw
1034,0,0.0,-0.0012545067444715105,hamilton_04,0.05,sw
1035,0,0.0,0.0032627618742162444,hamilton_04,0.05,sw
1037,0,0.0,-0.013380225826754806,hamilton_04,0.05,sw
1038,0,0.0,0.010306570587274067,hamilton_04,0.05,sw
1041,0,0.0,-0.022188457019634678,hamilton_04,0.05,sw
1045,0,0.0,0.031190330924929347,hamilton_04,0.05,sw
1047,0,0.0,0.027279573204508554,hamilton_04,0.05,sw
1049,0,0.0,0.005841042802936279,hamilton_04,0.05,sw
1051,0,0.0,0.07092388009446206,hamilton_09,0.05,sw
1058,0,0.0,0.03266918577692373,hamilton_09,0.05,sw
1059,0,0.0,0.013333234102065154,hamilton_09,0.05,sw
1061,0,0.0,0.008791613161987191,hamilton_09,0.05,sw
1062,0,0.0,0.020450795271649874,hamilton_09,0.05,sw
1065,0,0.0,0.010993167938134258,hamilton_09,0.05,sw
1068,0,0.0,0.021931381211357404,hamilton_09,0.05,sw
2291,0,0.0,0.018361859673725053,acute_15,0.05,sw
2296,0,0.0,0.013578557178562958,acute_15,0.05,sw
2301,0,0.0,-0.021080218468700708,acute_15,0.05,sw
2306,0,0.0,0.0929758946169237,acute_15,0.05,sw
2316,0,0.0,0.002922539401200785,acute_15,0.05,sw
2324,0,0.0,0.021989683471550173,acute_15,0.05,sw
2334,0,0.0,0.0028190354828729895,acute_15,0.05,sw
2338,0,0.0,0.017523712288550108,acute_15,0.05,sw
2339,0,0.0,0.10959746886407648,acute_15,0.05,sw
2348,0,0.0,0.07640457032018827,acute_15,0.05,sw
2353,0,0.0,-0.02150140553634649,acute_15,0.05,sw
2360,0,0.0,0.08472997724044337,acute_15,0.05,sw
2362,0,0.0,0.014411394793535558,acute_15,0.05,sw
2408,0,0.0,0.026985554422144394,acute_16,0.05,sw
2410,0,0.0,0.010234441845248052,acute_16,0.05,sw
2411,0,0.0,0.0027554991864607043,acute_16,0.05,sw
2412,0,0.0,0.03486684688864356,acute_16,0.05,sw
2413,0,0.0,0.04412421903890774,acute_16,0.05,sw
2414,0,0.0,0.034664359129688134,acute_16,0.05,sw
2418,0,0.0,0.01569589470787596,acute_16,0.05,sw
2422,0,0.0,0.065248879569462,acute_16,0.05,sw
2424,0,0.0,0.09856136363041403,acute_16,0.05,sw
2425,0,0.0,0.03463922441536612,acute_16,0.05,sw
2428,0,0.0,0.002588704871709646,acute_16,0.05,sw
2429,0,0.0,0.030605180789241338,acute_16,0.05,sw
2463,0,0.0,0.017910093760883587,acute_14,0.05,sw
2464,0,0.0,0.02603781390300315,acute_14,0.05,sw
2465,0,0.0,0.0031144734376311834,acute_14,0.05,sw
2475,0,0.0,0.026942328542783795,acute_14,0.05,sw
2476,0,0.0,0.008045650738605997,acute_14,0.05,sw
2482,0,0.0,-0.0007878379848269771,acute_14,0.05,sw
2485,0,0.0,0.011896406671540044,acute_14,0.05,sw
2487,0,0.0,0.011062180268607735,acute_14,0.05,sw
2489,0,0.0,-0.0006763450287924788,acute_14,0.05,sw
2493,0,0.0,-0.0007143303200399328,acute_14,0.05,sw
2494,0,0.0,-0.006271473589727838,acute_14,0.05,sw
2524,0,0.0,0.08004349311332681,acute_12,0.05,sw
2525,0,0.0,0.07419191963739152,acute_12,0.05,sw
2526,0,0.0,0.03995806810744055,acute_12,0.05,sw
2527,0,0.0,0.0544900640410201,acute_12,0.05,sw
2528,0,0.0,0.05951668839689746,acute_12,0.05,sw
2529,0,0.0,0.07681900070160705,acute_12,0.05,sw
2542,0,0.0,0.022366267251095973,acute_12,0.05,sw
2546,0,0.0,0.01872383159247906,acute_12,0.05,sw
2555,0,0.0,0.021538005379575988,acute_12,0.05,sw
2560,0,0.0,0.08298958079165353,acute_12,0.05,sw
2562,0,0.0,0.016115053665039392,acute_12,0.05,sw
2564,0,0.0,0.0012798102194590813,acute_12,0.05,sw
2567,0,0.0,0.028920977349499003,acute_12,0.05,sw
2568,0,0.0,0.009168690210991806,acute_12,0.05,sw
2569,0,0.0,0.06800486252323729,acute_12,0.05,sw
2570,0,0.0,0.08405077133670004,acute_12,0.05,sw
2577,0,0.0,0.04614953008520218,acute_12,0.05,sw
2578,0,0.0,0.09260298292229245,acute_12,0.05,sw
2585,0,0.0,0.014607147886696563,acute_12,0.05,sw
2586,0,0.0,0.0449525979996362,acute_12,0.05,sw
2587,0,0.0,-0.0001310807320112674,acute_12,0.05,sw
2588,0,0.0,0.029050225522634678,acute_12,0.05,sw
2589,0,0.0,-0.0017379024627406513,acute_12,0.05,sw
2590,0,0.0,0.07697048383277845,acute_12,0.05,sw
2592,0,0.0,-0.012026561393427502,acute_11,0.05,sw
2593,0,0.0,0.022366474581401976,acute_11,0.05,sw
2596,0,0.0,0.008923504216421073,acute_11,0.05,sw
2601,0,0.0,0.01871958087060671,acute_11,0.05,sw
2604,0,0.0,0.0038736096375181243,acute_11,0.05,sw
2605,0,0.0,0.022579781557505268,acute_11,0.05,sw
2607,0,0.0,0.013602836071247123,acute_11,0.05,sw
2610,0,0.0,-0.020565074089964438,acute_11,0.05,sw
2618,0,0.0,0.10239690262049117,acute_11,0.05,sw
2622,0,0.0,0.0931777945239395,acute_11,0.05,sw
2624,0,0.0,0.0004428328947405283,acute_11,0.05,sw
2627,0,0.0,0.010163989121868578,acute_11,0.05,sw
2628,0,0.0,0.002517573349146613,acute_11,0.05,sw
2634,0,0.0,-0.0013913660155649267,acute_11,0.05,sw
4,0,0.0,0.16324945104906696,ESHOCK_03_LOC1,0.1,sw
5,0,0.0,0.17596247217247737,ESHOCK_03_LOC1,0.1,sw
6,0,0.0,0.06952253408838248,ESHOCK_03_LOC1,0.1,sw
17,0,0.0,0.014184126933681833,ESHOCK_04_LOC1,0.1,sw
27,0,0.0,0.0026985006076689646,ESHOCK_04_LOC1,0.1,sw
33,0,0.0,-0.010462641240206407,ESHOCK_04_LOC1,0.1,sw
34,0,0.0,-0.028142526115458092,ESHOCK_04_LOC1,0.1,sw
39,0,0.0,0.005791644387039472,ESHOCK_04_LOC1,0.1,sw
40,0,0.0,0.016926960236760293,ESHOCK_04_LOC1,0.1,sw
43,0,0.0,-0.008959388633917435,ESHOCK_04_LOC1,0.1,sw
47,0,0.0,-0.06801372934624532,ESHOCK_04_LOC1,0.1,sw
50,0,0.0,0.02502375195279879,ESHOCK_06_LOC1,0.1,sw
52,0,0.0,0.022171106737028986,ESHOCK_06_LOC1,0.1,sw
54,0,0.0,-0.04186211345295283,ESHOCK_06_LOC1,0.1,sw
55,0,0.0,-0.009455775243305974,ESHOCK_06_LOC1,0.1,sw
58,0,0.0,0.03380392719429069,ESHOCK_06_LOC1,0.1,sw
59,0,0.0,-0.0004164243581929832,ESHOCK_06_LOC1,0.1,sw
62,0,0.0,0.05357166391276779,ESHOCK_06_LOC1,0.1,sw
64,0,0.0,-0.036704830202457045,ESHOCK_06_LOC1,0.1,sw
70,0,0.0,0.017996468534201632,ESHOCK_06_LOC1,0.1,sw
71,0,0.0,0.008624552009529638,ESHOCK_06_LOC1,0.1,sw
73,0,0.0,-0.022546429838995834,ESHOCK_06_LOC1,0.1,sw
75,0,0.0,0.034955706756156786,ESHOCK_06_LOC1,0.1,sw
82,0,0.0,0.020595845945260212,ESHOCK_07_LOC1,0.1,sw
85,0,0.0,0.1730680526075064,ESHOCK_07_LOC1,0.1,sw
86,0,0.0,0.07022917624416317,ESHOCK_07_LOC1,0.1,sw
89,0,0.0,0.08787805712343141,ESHOCK_07_LOC1,0.1,sw
94,0,0.0,-0.06617778939762876,ESHOCK_07_LOC1,0.1,sw
95,0,0.0,0.061731236148917006,ESHOCK_07_LOC1,0.1,sw
97,0,0.0,0.18288238878195456,ESHOCK_08_LOC1,0.1,sw
98,0,0.0,0.08305557142618113,ESHOCK_08_LOC1,0.1,sw
100,0,0.0,0.0520066128695365,ESHOCK_08_LOC1,0.1,sw
102,0,0.0,0.07907886107150666,ESHOCK_08_LOC1,0.1,sw
110,0,0.0,0.0022076987086578586,ESHOCK_08_LOC1,0.1,sw
113,0,0.0,0.04004257213067018,ESHOCK_08_LOC1,0.1,sw
116,0,0.0,-0.05397325761601125,ESHOCK_08_LOC1,0.1,sw
122,0,0.0,0.2622106379394985,ESHOCK_08_LOC1,0.1,sw
124,0,0.0,0.17415559686680757,ESHOCK_08_LOC1,0.1,sw
125,0,0.0,0.008142024248552865,ESHOCK_08_LOC1,0.1,sw
127,0,0.0,0.20866293892633495,ESHOCK_08_LOC1,0.1,sw
132,0,0.0,0.025783127018607,ESHOCK_09_LOC1,0.1,sw
135,0,0.0,0.22116132753422607,ESHOCK_09_LOC1,0.1,sw
137,0,0.0,0.056527321873954296,ESHOCK_09_LOC1,0.1,sw
144,0,0.0,0.12905163520588306,ESHOCK_09_LOC1,0.1,sw
153,0,0.0,0.1889365777657074,ESHOCK_09_LOC1,0.1,sw
154,0,0.0,0.1200359885526432,ESHOCK_09_LOC1,0.1,sw
157,0,0.0,0.15142359948514977,ESHOCK_09_LOC1,0.1,sw
159,0,0.0,0.08202819497987751,ESHOCK_09_LOC1,0.1,sw
162,0,0.0,0.32137810341885414,ESHOCK_09_LOC1,0.1,sw
163,0,0.0,0.2191697923010913,ESHOCK_09_LOC1,0.1,sw
164,0,0.0,0.22533368463955258,ESHOCK_09_LOC1,0.1,sw
166,0,0.0,0.18155591786161,ESHOCK_09_LOC1,0.1,sw
167,0,0.0,0.032022617197802264,ESHOCK_09_LOC1,0.1,sw
176,0,0.0,0.0597884840699993,ESHOCK_09_LOC1,0.1,sw
180,0,0.0,0.02899314942910171,ESHOCK_09_LOC1,0.1,sw
181,0,0.0,0.02202624403990727,ESHOCK_09_LOC1,0.1,sw
184,0,0.0,0.19898784153660729,ESHOCK_09_LOC1,0.1,sw
185,0,0.0,0.09162958785688771,ESHOCK_09_LOC1,0.1,sw
1011,0,0.0,-0.018127010772719707,hamilton_10,0.1,sw
1014,0,0.0,0.0018760638206428994,hamilton_10,0.1,sw
1015,0,0.0,0.03628554237605103,hamilton_10,0.1,sw
1018,0,0.0,-0.058222916779356086,hamilton_10,0.1,sw
1020,0,0.0,0.02630074397672806,hamilton_10,0.1,sw
1022,0,0.0,-0.042165392049420033,hamilton_03,0.1,sw
1024,0,0.0,0.029254690011174686,hamilton_03,0.1,sw
1026,0,0.0,-0.00881445388808613,hamilton_03,0.1,sw
1031,0,0.0,0.023865952192015934,hamilton_04,0.1,sw
1032,0,0.0,-0.06501069914729248,hamilton_04,0.1,sw
1036,0,0.0,0.00931181498372689,hamilton_04,0.1,sw
1037,0,0.0,0.012920941169862933,hamilton_04,0.1,sw
1040,0,0.0,-0.0074899432505801545,hamilton_04,0.1,sw
1044,0,0.0,-0.027664089642598425,hamilton_04,0.1,sw
1045,0,0.0,-0.008438223662460175,hamilton_04,0.1,sw
1046,0,0.0,0.020105950583639134,hamilton_04,0.1,sw
1050,0,0.0,0.04203341859607496,hamilton_04,0.1,sw
1051,0,0.0,0.008123721182182563,hamilton_09,0.1,sw
1053,0,0.0,0.010935720969971908,hamilton_09,0.1,sw
1065,0,0.0,0.003496915741809828,hamilton_09,0.1,sw
2316,0,0.0,-0.0012972827506562506,acute_15,0.1,sw
2335,0,0.0,0.06224986292493163,acute_15,0.1,sw
2337,0,0.0,-0.028919998060404503,acute_15,0.1,sw
2338,0,0.0,0.027907529260956226,acute_15,0.1,sw
2344,0,0.0,0.08029783343873285,acute_15,0.1,sw
2361,0,0.0,-0.004913900208567175,acute_15,0.1,sw
2362,0,0.0,0.029695850369465867,acute_15,0.1,sw
2408,0,0.0,0.022918995091168497,acute_16,0.1,sw
2410,0,0.0,0.019805955328143676,acute_16,0.1,sw
2412,0,0.0,0.016918978118518405,acute_16,0.1,sw
2413,0,0.0,0.06427008993443702,acute_16,0.1,sw
2420,0,0.0,0.03442720299602186,acute_16,0.1,sw
2425,0,0.0,0.043636589265175295,acute_16,0.1,sw
2428,0,0.0,0.010390398993072947,acute_16,0.1,sw
2464,0,0.0,0.0420162782409417,acute_14,0.1,sw
2465,0,0.0,-0.004104194874591651,acute_14,0.1,sw
2478,0,0.0,0.004669246550551851,acute_14,0.1,sw
2480,0,0.0,0.027535350274551246,acute_14,0.1,sw
2487,0,0.0,0.01652969037099259,acute_14,0.1,sw
2489,0,0.0,0.0020823190189606577,acute_14,0.1,sw
2493,0,0.0,-0.0126869928040684,acute_14,0.1,sw
2503,0,0.0,0.03855924273086179,acute_14,0.1,sw
2524,0,0.0,0.1366399541694726,acute_12,0.1,sw
2525,0,0.0,0.12508912647736528,acute_12,0.1,sw
2526,0,0.0,0.07888548308001604,acute_12,0.1,sw
2527,0,0.0,0.09451832493005123,acute_12,0.1,sw
2528,0,0.0,0.10211365586347876,acute_12,0.1,sw
2529,0,0.0,0.12411594780027185,acute_12,0.1,sw
2542,0,0.0,0.021622797908533314,acute_12,0.1,sw
2548,0,0.0,0.14577406661914252,acute_12,0.1,sw
2551,0,0.0,0.14394556320684165,acute_12,0.1,sw
2559,0,0.0,0.08749418699622762,acute_12,0.1,sw
2560,0,0.0,0.1418202506474524,acute_12,0.1,sw
2562,0,0.0,0.023685667204687132,acute_12,0.1,sw
2563,0,0.0,0.06563871083776235,acute_12,0.1,sw
2564,0,0.0,0.01000160822571899,acute_12,0.1,sw
2566,0,0.0,0.08249998820428023,acute_12,0.1,sw
2567,0,0.0,0.06665214412547232,acute_12,0.1,sw
2570,0,0.0,0.13100887416884976,acute_12,0.1,sw
2573,0,0.0,0.09081162168792102,acute_12,0.1,sw
2574,0,0.0,-0.16650307296599987,acute_12,0.1,sw
2575,0,0.0,0.08132401809921988,acute_12,0.1,sw
2578,0,0.0,0.15914517547539525,acute_12,0.1,sw
2586,0,0.0,0.07641896641717186,acute_12,0.1,sw
2592,0,0.0,-0.029226599015297516,acute_11,0.1,sw
2593,0,0.0,0.03910875985552792,acute_11,0.1,sw
2594,0,0.0,0.03198094735770315,acute_11,0.1,sw
2596,0,0.0,0.03402000477898762,acute_11,0.1,sw
2601,0,0.0,0.03688478028545797,acute_11,0.1,sw
2604,0,0.0,0.02512004473101047,acute_11,0.1,sw
2606,0,0.0,0.02360194174530497,acute_11,0.1,sw
2607,0,0.0,0.042533471621413334,acute_11,0.1,sw
2608,0,0.0,0.030159855206779124,acute_11,0.1,sw
2609,0,0.0,0.0413576883651778,acute_11,0.1,sw
2610,0,0.0,-0.057123020264153224,acute_11,0.1,sw
2617,0,0.0,0.0978017039138346,acute_11,0.1,sw
2620,0,0.0,0.10277828929843887,acute_11,0.1,sw
2621,0,0.0,0.07372841500262607,acute_11,0.1,sw
2623,0,0.0,0.1081718032841846,acute_11,0.1,sw
2624,0,0.0,0.11481128839017277,acute_11,0.1,sw
2627,0,0.0,0.02143112046653033,acute_11,0.1,sw
2629,0,0.0,0.03538254877067354,acute_11,0.1,sw
2630,0,0.0,-0.04134070675353374,acute_11,0.1,sw
18,0,0.0,-0.001159317626878485,ESHOCK_04_LOC1,0.5,sw
27,0,0.0,0.014735068268013836,ESHOCK_04_LOC1,0.5,sw
33,0,0.0,-0.012005436671366743,ESHOCK_04_LOC1,0.5,sw
34,0,0.0,-0.05356141835670277,ESHOCK_04_LOC1,0.5,sw
38,0,0.0,-0.18880286276626182,ESHOCK_04_LOC1,0.5,sw
39,0,0.0,0.09452536960347971,ESHOCK_04_LOC1,0.5,sw
43,0,0.0,0.03335715807712512,ESHOCK_04_LOC1,0.5,sw
44,0,0.0,0.0036134707618193504,ESHOCK_04_LOC1,0.5,sw
48,0,0.0,0.12434880516661785,ESHOCK_06_LOC1,0.5,sw
49,0,0.0,0.12784661820678206,ESHOCK_06_LOC1,0.5,sw
50,0,0.0,0.1606475201295496,ESHOCK_06_LOC1,0.5,sw
51,0,0.0,-0.23049331623883196,ESHOCK_06_LOC1,0.5,sw
52,0,0.0,0.2098013035507361,ESHOCK_06_LOC1,0.5,sw
54,0,0.0,-0.14785206088987135,ESHOCK_06_LOC1,0.5,sw
55,0,0.0,-0.026524374534335586,ESHOCK_06_LOC1,0.5,sw
57,0,0.0,0.08657482247576073,ESHOCK_06_LOC1,0.5,sw
58,0,0.0,0.09644622032010869,ESHOCK_06_LOC1,0.5,sw
59,0,0.0,-0.00852408782926839,ESHOCK_06_LOC1,0.5,sw
62,0,0.0,0.1839224123541877,ESHOCK_06_LOC1,0.5,sw
63,0,0.0,-0.143617048722623,ESHOCK_06_LOC1,0.5,sw
70,0,0.0,0.12526668817394204,ESHOCK_06_LOC1,0.5,sw
73,0,0.0,-0.11529967989824091,ESHOCK_06_LOC1,0.5,sw
74,0,0.0,0.06122182684339594,ESHOCK_06_LOC1,0.5,sw
81,0,0.0,-0.01788757809799951,ESHOCK_07_LOC1,0.5,sw
82,0,0.0,0.017805172640354635,ESHOCK_07_LOC1,0.5,sw
85,0,0.0,0.24270020674023718,ESHOCK_07_LOC1,0.5,sw
86,0,0.0,0.17304376919580755,ESHOCK_07_LOC1,0.5,sw
88,0,0.0,0.25782285015672785,ESHOCK_07_LOC1,0.5,sw
90,0,0.0,0.11462282876431275,ESHOCK_07_LOC1,0.5,sw
91,0,0.0,0.17819200510965255,ESHOCK_07_LOC1,0.5,sw
94,0,0.0,-0.08173791803735884,ESHOCK_07_LOC1,0.5,sw
95,0,0.0,0.07969422160771837,ESHOCK_07_LOC1,0.5,sw
97,0,0.0,0.2762689428568557,ESHOCK_08_LOC1,0.5,sw
104,0,0.0,0.23903500162703958,ESHOCK_08_LOC1,0.5,sw
105,0,0.0,0.268645604949983,ESHOCK_08_LOC1,0.5,sw
106,0,0.0,0.1280495770357713,ESHOCK_08_LOC1,0.5,sw
109,0,0.0,0.05789895688552429,ESHOCK_08_LOC1,0.5,sw
110,0,0.0,0.003348791734654018,ESHOCK_08_LOC1,0.5,sw
111,0,0.0,-0.06837128375173136,ESHOCK_08_LOC1,0.5,sw
115,0,0.0,0.06081526446630809,ESHOCK_08_LOC1,0.5,sw
117,0,0.0,0.31792831994128573,ESHOCK_08_LOC1,0.5,sw
128,0,0.0,0.2822413210766834,ESHOCK_08_LOC1,0.5,sw
136,0,0.0,0.12277625015692788,ESHOCK_09_LOC1,0.5,sw
137,0,0.0,0.1515892936551792,ESHOCK_09_LOC1,0.5,sw
138,0,0.0,0.31940146689868976,ESHOCK_09_LOC1,0.5,sw
142,0,0.0,0.2933313940970386,ESHOCK_09_LOC1,0.5,sw
151,0,0.0,0.026485434205681734,ESHOCK_09_LOC1,0.5,sw
153,0,0.0,0.228281395589651,ESHOCK_09_LOC1,0.5,sw
156,0,0.0,0.2782407118070553,ESHOCK_09_LOC1,0.5,sw
159,0,0.0,0.08970482065929168,ESHOCK_09_LOC1,0.5,sw
161,0,0.0,0.34777676004751856,ESHOCK_09_LOC1,0.5,sw
164,0,0.0,0.25980247795701555,ESHOCK_09_LOC1,0.5,sw
167,0,0.0,0.16285714371103227,ESHOCK_09_LOC1,0.5,sw
176,0,0.0,0.11585687553340532,ESHOCK_09_LOC1,0.5,sw
177,0,0.0,0.13798789514593882,ESHOCK_09_LOC1,0.5,sw
181,0,0.0,0.06466434700795355,ESHOCK_09_LOC1,0.5,sw
182,0,0.0,0.06863685636906587,ESHOCK_09_LOC1,0.5,sw
184,0,0.0,0.33031620221800223,ESHOCK_09_LOC1,0.5,sw
1011,0,0.0,0.00031506424263427513,hamilton_10,0.5,sw
1014,0,0.0,0.043844063900338986,hamilton_10,0.5,sw
1016,0,0.0,-0.021326498807208823,hamilton_10,0.5,sw
1020,0,0.0,-0.03647422714271984,hamilton_10,0.5,sw
1029,0,0.0,,hamilton_03,0.5,sw
1032,0,0.0,-0.23840143234288427,hamilton_04,0.5,sw
1036,0,0.0,0.16800016807151041,hamilton_04,0.5,sw
1044,0,0.0,-0.20530935825267194,hamilton_04,0.5,sw
1045,0,0.0,0.13594244481241635,hamilton_04,0.5,sw
1046,0,0.0,-0.016993776338625626,hamilton_04,0.5,sw
1047,0,0.0,0.15572752172375723,hamilton_04,0.5,sw
1049,0,0.0,0.17180368674275295,hamilton_04,0.5,sw
1050,0,0.0,0.2281434753413413,hamilton_04,0.5,sw
1051,0,0.0,0.24619049205991636,hamilton_09,0.5,sw
1052,0,0.0,0.04303315991351768,hamilton_09,0.5,sw
1053,0,0.0,0.02010312183921919,hamilton_09,0.5,sw
1057,0,0.0,0.009112716767895034,hamilton_09,0.5,sw
1059,0,0.0,0.054044012092023516,hamilton_09,0.5,sw
1062,0,0.0,-0.06224870449869849,hamilton_09,0.5,sw
1064,0,0.0,0.23394262352649242,hamilton_09,0.5,sw
2291,0,0.0,0.1930109281368961,acute_15,0.5,sw
