neuron_id,comb,session_name
1031,0.2764221280575881,hamilton_04
1032,0.7465617629031502,hamilton_04
1034,0.753232900676372,hamilton_04
1035,0.8932189306621969,hamilton_04
1036,0.8135621373177562,hamilton_04
1037,0.6886779243636869,hamilton_04
1038,0.755331134729826,hamilton_04
1040,0.37416718095294466,hamilton_04
1041,0.4817337153290013,hamilton_04
1044,0.7053107765223211,hamilton_04
1045,0.7407610237109259,hamilton_04
1046,0.7689520942898687,hamilton_04
1047,0.6724785952048956,hamilton_04
1048,0.21060455968947633,hamilton_04
1049,0.7314585840136401,hamilton_04
1050,0.7739002759513292,hamilton_04
1051,-0.1020799929058831,hamilton_09
1052,0.28052359550542727,hamilton_09
1053,0.5875188603477935,hamilton_09
1054,0.36982059519414784,hamilton_09
1055,0.4261215691441091,hamilton_09
1056,0.5811662919498529,hamilton_09
1057,0.5215959213579138,hamilton_09
1058,0.7371977595989765,hamilton_09
1059,0.49802052594891766,hamilton_09
1060,0.5105814844603316,hamilton_09
1061,0.6027005331787144,hamilton_09
1062,0.2535026946068054,hamilton_09
1064,0.04134897405278024,hamilton_09
1065,0.7389911703314194,hamilton_09
1068,0.25530997198703914,hamilton_09
1613,0.17788437032130827,hamilton_31
1614,0.0260451506844952,hamilton_31
1615,-0.020234486492152138,hamilton_31
1616,0.06032655334010113,hamilton_31
1617,-0.08081622326292326,hamilton_31
1619,0.22140319453826499,hamilton_31
1620,0.7430268152417604,hamilton_31
1621,-0.04266187297290047,hamilton_31
1622,0.17578944374977995,hamilton_31
1623,0.08068295612519563,hamilton_31
1625,0.060855226726684086,hamilton_31
1626,0.46837142804348825,hamilton_31
1632,-0.016094075372076366,hamilton_31
1636,0.014470496745289352,hamilton_31
1638,0.6454270874155309,hamilton_31
1639,0.098525572940514,hamilton_31
1640,0.34345900976944194,hamilton_31
1641,0.20870334867967485,hamilton_31
1642,-0.01191853212145937,hamilton_31
1644,0.03605689244557173,hamilton_31
1645,-0.016103729982362137,hamilton_31
1647,0.5294693749447597,hamilton_31
1648,0.11505419458413772,hamilton_31
1649,0.034678774289649605,hamilton_31
1650,0.15062580905345388,hamilton_31
1651,0.26117669422534584,hamilton_31
1655,0.4169461990420868,hamilton_31
1657,0.12917890803998347,hamilton_31
1658,-0.021355920644688386,hamilton_31
1659,0.24415496817532842,hamilton_31
1660,0.8741197467522358,hamilton_31
1661,0.35160521031729675,hamilton_31
1663,0.7289351220136233,hamilton_31
1664,0.2445600803519686,hamilton_31
1666,0.39529483742061544,hamilton_31
1667,0.11070126510599043,hamilton_31
1668,0.4034054403337882,hamilton_31
1669,0.564597268718199,hamilton_31
1670,0.42985358369370186,hamilton_31
1671,0.01924736453190412,hamilton_31
1675,0.08196529811842275,hamilton_31
1676,0.2750652325397067,hamilton_31
1678,0.06217081664995185,hamilton_31
1679,0.16599918133368288,hamilton_31
1680,0.14594271609457213,hamilton_31
1681,0.06268721051023989,hamilton_31
1682,0.1543104399290581,hamilton_31
1683,-0.0035018280056524852,hamilton_31
1684,0.30752474399326485,hamilton_31
1685,0.25165383614996745,hamilton_31
1686,0.07842414640488145,hamilton_31
1687,0.05906679310386438,hamilton_31
1690,0.7729235948010462,hamilton_38
1691,0.6018478319870679,hamilton_38
1693,0.7769045252006681,hamilton_38
1695,0.4044338724216853,hamilton_38
1697,0.4170746083712201,hamilton_38
1698,0.6729119355595163,hamilton_38
1700,0.7896726100555609,hamilton_38
1706,0.8071977249671155,hamilton_38
1708,0.8413062922793543,hamilton_38
1709,0.8441264912413529,hamilton_38
1712,0.5560937043344659,hamilton_38
1713,0.7598667368777491,hamilton_38
1715,0.696412773076397,hamilton_38
1720,0.6971613715259407,hamilton_38
1721,0.7000283123487664,hamilton_38
1725,0.6474569793519105,hamilton_38
1726,0.7665320300029711,hamilton_38
1727,0.4482457028127781,hamilton_38
1728,0.6944226833979821,hamilton_38
1732,0.9495182066801979,hamilton_38
1733,0.47038412098738985,hamilton_38
1735,0.8880212446359014,hamilton_38
1736,0.9087320262681848,hamilton_38
1737,0.7006627751995728,hamilton_38
1739,0.8937521376895488,hamilton_38
1741,0.5307447179021986,hamilton_38
1743,0.8528777013331311,hamilton_38
1748,0.5002965318495167,hamilton_38
1749,0.525367164606181,hamilton_38
1751,0.7709117134419384,hamilton_38
1752,0.8468496370666511,hamilton_38
1754,0.8064011755803762,hamilton_38
1755,0.6428728556205898,hamilton_38
1760,0.8265243584808992,hamilton_37
1767,0.5529824166535798,hamilton_37
1769,0.202465570982684,hamilton_37
1772,-0.06731221340909928,hamilton_37
1774,0.020794956702803468,hamilton_37
1775,0.6926670026300817,hamilton_37
1792,0.665569455280494,hamilton_37
1795,0.15317493425153522,hamilton_37
1800,0.7417012527066122,hamilton_37
1810,0.13593828859452928,hamilton_37
1811,0.09183854329823149,hamilton_37
1812,0.4866314964372723,hamilton_37
1813,0.30034005816746634,hamilton_37
1814,0.36093054660804313,hamilton_37
1815,0.44387302829750297,hamilton_37
1816,0.1907951445861393,hamilton_37
1817,0.3791058856992713,hamilton_37
1818,-1.3133941414871728,hamilton_37
1819,0.6483007890312387,hamilton_37
1820,0.6347744410387184,hamilton_37
1821,0.31813434295056015,hamilton_37
1822,0.38018038023801204,hamilton_37
1823,0.6571848373822861,hamilton_37
1824,0.6926336825033944,hamilton_37
1825,0.448988793342036,hamilton_37
1826,0.7612029867353153,hamilton_37
1827,0.4390604515882181,hamilton_37
1828,0.43097632491478644,hamilton_37
1829,0.3387192805667195,hamilton_37
1830,0.31653753229133386,hamilton_37
1831,0.2606622296066295,hamilton_37
1832,0.5631432194100153,hamilton_37
1833,0.3248390194480485,hamilton_37
1834,0.06238392536726234,hamilton_37
1835,0.8848027748952821,hamilton_37
1836,0.1475650887818041,hamilton_37
1837,0.5110712730531393,hamilton_37
1839,0.4034994613274655,hamilton_35
1841,0.41647293808955405,hamilton_35
1842,0.9659507657734198,hamilton_35
1843,0.7173761360266153,hamilton_35
1844,0.9491631482887801,hamilton_35
1846,0.43072165762170067,hamilton_35
1847,0.5008372341525795,hamilton_35
1848,0.9025657348905878,hamilton_35
1850,0.7488676886076219,hamilton_35
1854,0.7307246138400789,hamilton_35
1856,0.8253117357423246,hamilton_35
1857,0.3266065217567308,hamilton_35
1858,0.47881936801598124,hamilton_35
1860,0.3311495081172146,hamilton_35
1861,0.2788178062536675,hamilton_35
1864,0.9675655989155215,hamilton_35
1865,0.7773064094512787,hamilton_35
1866,0.9707713423289969,hamilton_35
1867,0.5875330212015666,hamilton_35
1868,0.31928633330064604,hamilton_35
1869,0.6503972247307126,hamilton_35
1871,0.7368567543680881,hamilton_35
1872,0.48536298387940696,hamilton_35
1873,0.7966208239160372,hamilton_35
1874,0.6307475492971502,hamilton_35
1875,0.8025501055361739,hamilton_35
1878,0.6536874459424852,hamilton_35
1879,0.7581719399368778,hamilton_35
1881,0.6801164260582662,hamilton_35
1882,0.030442265138338077,hamilton_35
1883,0.6760734883204206,hamilton_35
1884,0.9174036461074693,hamilton_35
1885,0.39429814076502584,hamilton_35
1887,0.3939399097509463,hamilton_35
1888,0.595308111549465,hamilton_35
1889,0.8759579980698151,hamilton_35
1890,0.672760930141077,hamilton_35
1893,0.92262337432472,hamilton_35
1894,0.965025398279041,hamilton_35
1895,0.8624444785623094,hamilton_35
1896,0.9387279821216712,hamilton_35
1897,0.7902096718818522,hamilton_35
1899,0.8622392249252823,hamilton_35
1900,0.5882876264505399,hamilton_35
1902,0.6019147744313015,hamilton_35
1903,0.808027324940031,hamilton_35
1904,0.8696008097937709,hamilton_35
1906,0.886042904955047,hamilton_35
1908,0.7567129330767152,hamilton_35
1909,0.5444633921842353,hamilton_35
1910,0.5448671739815247,hamilton_35
1911,0.4553711975312174,hamilton_36
1914,0.24913489799776514,hamilton_36
1917,0.12713260095094028,hamilton_36
1919,0.1737398843488152,hamilton_36
1921,0.5424130431169274,hamilton_36
1924,0.24641491775760388,hamilton_36
1928,0.09315018096769412,hamilton_36
1929,0.2011462345304163,hamilton_36
1930,0.08202161618148181,hamilton_36
1931,0.0528459049727904,hamilton_36
1934,-0.02838198502082656,hamilton_36
1938,0.6279735304452974,hamilton_36
1940,0.3410729007850467,hamilton_36
1942,0.2205665861039558,hamilton_36
1945,0.2687181680596396,hamilton_36
1946,0.48064112478184357,hamilton_36
1947,-0.021857526566266182,hamilton_36
1949,0.6872470450658941,hamilton_36
1950,0.6358643727265774,hamilton_36
1951,0.34946879613219534,hamilton_36
1952,0.5368597459432564,hamilton_36
1956,0.3719506854466351,hamilton_36
1959,0.7743550363823927,hamilton_36
1960,0.2542407745419214,hamilton_36
1961,-0.029804303406564793,hamilton_32
1962,0.23779775005403944,hamilton_32
1963,0.23583819310885779,hamilton_32
1966,0.13253714632869876,hamilton_32
1968,0.22171694267012385,hamilton_32
1969,0.24948132979394044,hamilton_32
1970,0.5420967158625841,hamilton_32
1973,0.44968004500782055,hamilton_32
1974,0.3728215422454214,hamilton_32
1975,-0.058573816813961455,hamilton_32
1978,0.7280285930742012,hamilton_32
1980,0.4214099006255664,hamilton_32
1982,0.780797122061947,hamilton_32
1983,0.7632103385270586,hamilton_32
1984,0.5642824611831316,hamilton_32
1985,-0.008448241287155689,hamilton_32
1987,0.6326118900866303,hamilton_32
1988,0.41735966979468664,hamilton_32
1989,0.0931714213329969,hamilton_32
1990,0.5362688380617335,hamilton_32
1991,0.14021643716585436,hamilton_32
1992,0.5518596918014496,hamilton_32
1993,-0.029101179899797346,hamilton_32
1995,-0.005566904307710519,hamilton_32
1997,0.5947837233000006,hamilton_32
1998,0.4853769834927221,hamilton_32
1999,0.19753600605155766,hamilton_32
2000,0.15796515440998884,hamilton_32
2001,0.3289192491051368,hamilton_32
2002,0.5416254202929157,hamilton_32
2003,0.6199728773679468,hamilton_32
