ensemble_orig,size,average_degree,average_weight,normalized_cut_size,internal_density,cut_size,conductance,edge_expantion,average_degree_p,average_weight_p,normalized_cut_size_p,conductance_p,edge_expantion_p,ensemble,session_name,shuffle,bin_width
0,3,2.8958461288884423,0.7239615322221106,0.7828785596532559,1.4479230644442211,1.5143097256291798,0.5243791869787849,0.7571548628145899,0.05,0.35,0.05,0.15,0.3,-1,ESHOCK_03_LOC1,False,1
1,2,1.3735045950609448,0.6867522975304724,0.7828785596532559,1.3735045950609448,1.5143097256291798,0.5243791869787849,0.7571548628145899,0.8,0.4,0.05,0.15,0.3,-1,ESHOCK_03_LOC1,False,1
0,4,2.35975043766564,0.3932917396109401,0.9101193544078626,0.7865834792218801,13.24284661245383,0.7372558971737593,3.3107116531134575,1.0,1.0,1.0,1.0,0.9875,-1,ESHOCK_04_LOC1,False,1
1,10,8.743123996868423,0.48572911093713445,0.712676175911152,0.9714582218742691,15.734496671120212,0.44800896319047645,1.5734496671120213,0.0,0.59375,0.08333333333333334,0.125,0.046875,3,ESHOCK_04_LOC1,False,1
2,2,0.42127514991331716,0.21063757495665858,0.853377536721947,0.42127514991331716,2.0699650752430965,0.8308974198235469,1.0349825376215482,1.0,1.0,1.0,1.0,0.0,-1,ESHOCK_04_LOC1,False,1
3,3,2.2940031672204975,0.5735007918051245,0.2979935676763762,1.1470015836102487,1.3573220464437026,0.2828740316759354,0.45244068214790084,1.0,0.5625,0.0,0.0,0.0,5,ESHOCK_04_LOC1,False,1
4,4,1.861343491638212,0.31022391527303533,0.6953551471734116,0.6204478305460707,6.146340192735656,0.6227908874012542,1.536585048183914,1.0,1.0,0.08333333333333334,0.9791666666666667,0.04166666666666667,6,ESHOCK_04_LOC1,False,1
0,6,2.472806975789414,0.2853238818218555,0.5897659948247427,0.4945613951578828,5.394947737061687,0.42104054588221823,0.8991579561769479,0.36796536796536794,0.6233766233766234,0.06493506493506494,0.38961038961038963,0.5844155844155845,-1,ESHOCK_06_LOC1,False,1
1,3,1.1270021283207916,0.2817505320801979,0.5422596951108332,0.5635010641603958,1.6988040509711677,0.5012245656551227,0.5662680169903892,0.922077922077922,0.6233766233766234,0.0,0.4935064935064935,0.0,8,ESHOCK_06_LOC1,False,1
2,4,2.578411201510259,0.4297352002517098,0.6129754927366847,0.8594704005034197,4.718700763318016,0.4778178010256777,1.179675190829504,0.3571428571428571,0.2272727272727273,0.11363636363636365,0.4935064935064935,0.8571428571428571,-1,ESHOCK_06_LOC1,False,1
3,5,2.154674244788619,0.26933428059857734,0.4034731369544083,0.5386685611971548,2.6644895465237592,0.33094417821878924,0.5328979093047519,0.5194805194805195,0.6233766233766234,0.0,0.19480519480519481,0.0,10,ESHOCK_06_LOC1,False,1
4,4,2.6917590236034497,0.44862650393390835,0.6494827626942332,0.8972530078678166,5.2751889775043725,0.4949182827968075,1.3187972443760931,0.3571428571428571,0.2272727272727273,0.2987012987012987,0.4935064935064935,0.8571428571428571,-1,ESHOCK_06_LOC1,False,1
0,11,5.446796642511003,0.33285979482011685,0.7788518248694171,0.5446796642511003,1.5992196050029914,0.7281740095379045,0.7996098025014957,0.0,0.9272727272727272,0.6181818181818182,0.9636363636363636,0.09090909090909091,-1,ESHOCK_07_LOC1,False,1
1,2,0.5969856756796411,0.29849283783982056,0.7788518248694171,0.5969856756796411,1.5992196050029914,0.7281740095379045,0.7996098025014957,1.0,0.9272727272727272,0.6181818181818182,0.9636363636363636,0.09090909090909091,-1,ESHOCK_07_LOC1,False,1
0,11,10.295124789794839,0.514756239489742,0.5049527586136062,1.0295124789794838,19.912446051693273,0.2601722286526395,1.8102223683357521,0.0,0.41071428571428575,0.0,0.0,0.0,2,ESHOCK_08_LOC1,False,1
1,9,3.2077380084407148,0.300725438291317,0.5424822388994944,0.40096725105508935,11.905100638986623,0.45197934849577703,1.3227889598874025,0.7976190476190477,0.9880952380952381,0.0,0.07142857142857142,0.0,3,ESHOCK_08_LOC1,False,1
2,10,8.620272290867309,0.47890401615929484,0.3321968662738927,0.9578080323185898,11.906878239487916,0.21645626738396886,1.1906878239487917,0.0,0.41071428571428575,0.0,0.0,0.0,4,ESHOCK_08_LOC1,False,1
0,15,8.256431122683653,0.29770785298138175,0.6390599309863164,0.5897450801916895,38.53070995400274,0.38356592742705153,2.568713996933516,0.03488372093023256,1.0,0.0,0.0,0.0,5,ESHOCK_09_LOC1,False,1
1,5,1.4796325541098814,0.20550452140415018,0.7429208374000722,0.36990813852747034,8.872171574652342,0.7057507794118741,1.7744343149304682,1.0,1.0,0.0,0.6744186046511628,0.0,6,ESHOCK_09_LOC1,False,1
2,16,12.438690265411566,0.4403076200145687,0.6228032183040587,0.8292460176941044,38.727891332566145,0.34264829957120385,2.420493208285384,0.0,0.8023255813953487,0.0,0.0,0.0,7,ESHOCK_09_LOC1,False,1
0,1,0.0,,1.027950975569145,,0.2326817843608726,1.0,0.2326817843608726,1.0,0.0,1.0,1.0,0.234375,-1,hamilton_10,False,1
1,1,0.0,,1.003223040041252,,0.02749198013274012,1.0,0.02749198013274012,1.0,0.0,1.0,1.0,0.0,-1,hamilton_10,False,1
2,4,3.698861837292066,0.616476972882011,0.8542423941994657,1.232953945764022,0.5116172501063506,0.7895572004547831,0.12790431252658765,0.0,0.14583333333333334,1.0,1.0,0.10416666666666667,-1,hamilton_10,False,1
3,1,0.0,,1.004777637630497,,0.040689379207653704,1.0,0.040689379207653704,1.0,0.0,1.0,1.0,0.05208333333333333,-1,hamilton_10,False,1
4,1,0.0,,1.0422787085673337,,0.3471168250858718,1.0,0.3471168250858718,1.0,0.0,1.0,1.0,0.4791666666666667,-1,hamilton_10,False,1
0,5,2.918311760355979,0.4053210778272194,0.19610948585002413,0.7295779400889948,0.42336565192607617,0.1412633015861816,0.10584141298151904,0.03508771929824561,0.8245614035087719,0.03508771929824561,0.03508771929824561,0.03508771929824561,2,hamilton_03,False,1
1,4,1.286815535509103,0.3217038838772758,0.19610948585002416,0.4289385118363677,0.42336565192607617,0.14126330158618164,0.10584141298151904,0.6666666666666666,0.8245614035087719,0.03508771929824561,0.03508771929824561,0.03508771929824561,3,hamilton_03,False,1
0,8,4.340893283750441,0.31006380598217437,0.311936531371617,0.6201276119643487,1.6913308914773495,0.22317560719550783,0.2114163614346687,0.0,0.9859154929577465,0.0,0.0,0.0,4,hamilton_04,False,1
1,8,1.471786174700972,0.19623815662679625,0.3119365313716169,0.21025516781442458,1.691330891477349,0.22317560719550777,0.21141636143466863,0.6619718309859155,0.9859154929577465,0.0,0.0,0.0,5,hamilton_04,False,1
0,6,2.93526661559288,0.3144928516706658,0.4930319374284096,0.587053323118576,3.0390978043013552,0.2565744250246228,0.5065163007168926,0.0,0.6266666666666667,0.02,0.0,0.24,-1,hamilton_09,False,1
1,3,1.5909685908366882,0.39774214770917204,0.5540988700606894,0.7954842954183441,1.9982099404498361,0.45572716065639124,0.6660699801499453,0.4266666666666667,0.6266666666666667,0.06666666666666667,0.36,0.38666666666666666,-1,hamilton_09,False,1
2,6,2.20960914266386,0.2762011428329825,0.33050620730723784,0.44192182853277207,1.8391265786889803,0.21718665184506808,0.3065210964481634,0.22,0.6266666666666667,0.0,0.0,0.0,8,hamilton_09,False,1
0,20,3.654989848539438,0.10813579433548633,0.784232720735814,0.1923678867652336,37.06091273749032,0.5034710543438293,1.853045636874516,0.1276595744680851,1.0,0.010638297872340425,0.031914893617021274,0.010638297872340425,9,hamilton_31,False,1
1,6,1.1651365383580818,0.13443883134900944,0.4367413714046824,0.23302730767161636,2.5714791713973613,0.42385467443072866,0.4285798618995602,1.0,1.0,0.0,0.0,0.0,10,hamilton_31,False,1
2,26,6.739381929481789,0.13689369544259883,0.7852735810942254,0.26957527717927154,38.32247385335911,0.48096862546056235,1.4739413020522734,0.0,1.0,0.010638297872340425,0.015957446808510637,0.0,11,hamilton_31,False,1
0,23,7.340451940526191,0.2221452560948716,0.5216363303422421,0.33365690638755413,11.022286521891173,0.4061441140909465,1.1022286521891174,0.0,0.9565217391304348,0.0,0.03260869565217391,0.0,12,hamilton_38,False,1
1,10,3.223313843585756,0.2120601212885366,0.521636330342242,0.35814598262063957,11.022286521891171,0.40614411409094636,1.1022286521891171,0.32608695652173914,0.9565217391304348,0.0,0.03260869565217391,0.0,13,hamilton_38,False,1
0,11,4.6575832073874475,0.24166705321349966,0.5026789396528051,0.4657583207387448,17.333575227685806,0.40357301675589907,1.575779566153255,0.4518072289156627,0.9759036144578314,0.0,0.0,0.0,14,hamilton_37,False,1
1,2,0.6391901728629845,0.31959508643149226,0.6132242891873266,0.6391901728629845,0.9940093042012991,0.6086270037191387,0.49700465210064954,1.0,0.9759036144578314,0.0,0.3373493975903614,0.0,-1,hamilton_37,False,1
2,24,13.071232729834833,0.284157233257279,0.46282544441075524,0.568314466514558,16.41149632239685,0.36810709839262074,1.262422794030527,0.0,0.9759036144578314,0.0,0.0,0.0,16,hamilton_37,False,1
0,31,30.383460478652506,0.5186603936333853,0.688445325558938,1.0127820159550835,140.01902870668874,0.45926760903074426,7.0009514353344375,0.0,0.24285714285714285,0.0,0.0,0.0,17,hamilton_35,False,1
1,15,16.485780270990293,0.588777866821082,0.7569091935824623,1.1775557336421638,143.093726492763,0.536459825097955,9.5395817661842,0.21428571428571427,0.08571428571428572,0.0,0.21428571428571427,0.14285714285714285,-1,hamilton_35,False,1
2,5,4.239810083098005,0.5299762603872507,0.7534461395568273,1.0599525207745013,27.537996507630936,0.7220709492648658,5.507599301526187,1.0,0.24285714285714285,0.0,0.6714285714285714,0.0,19,hamilton_35,False,1
0,14,6.577971155822218,0.26770812843462505,0.6706037538985838,0.5059977812170937,10.036818803857404,0.49163887387670485,1.0036818803857404,0.0,1.0,0.037037037037037035,0.35185185185185186,0.0,20,hamilton_36,False,1
1,5,1.364680020251647,0.17058500253145586,0.721757329483355,0.34117000506291173,5.905941897321215,0.6338451220075466,1.181188379464243,0.9259259259259259,1.0,0.09876543209876543,0.6049382716049383,0.024691358024691357,21,hamilton_36,False,1
2,5,2.04593480003462,0.2557418500043275,0.6305709609108128,0.511483700008655,5.982543820025343,0.539095117758158,1.1965087640050687,0.9259259259259259,1.0,0.0,0.35185185185185186,0.024691358024691357,22,hamilton_36,False,1
0,12,2.1952644987336023,0.13440394890205726,0.32733182767940555,0.19956949988487294,4.8784617734542985,0.27027416029382495,0.40653848112119156,0.7425742574257426,1.0,0.0,0.0,0.0,23,hamilton_32,False,1
1,19,8.48653528966713,0.2723719096345869,0.32733182767940566,0.471474182759285,4.878461773454299,0.2702741602938251,0.4065384811211916,0.0,1.0,0.0,0.0,0.0,24,hamilton_32,False,1
0,12,11.77560551613922,0.5352547961881463,0.45816024477058903,1.0705095923762928,19.27893785269122,0.24378921490743444,1.6065781543909352,0.0,0.3975903614457832,0.0,0.0,0.0,25,acute_15,False,1
1,4,2.012459815729536,0.33540996928825595,0.5108369222394791,0.670819938576512,3.822726996258028,0.48711762616279636,0.955681749064507,0.9518072289156626,1.0,0.0,0.0963855421686747,0.0,26,acute_15,False,1
2,14,6.875863473360645,0.2644562874369479,0.5605737278454044,0.5289125748738958,23.101664848949255,0.3243125962857452,1.6501189177820896,0.07228915662650603,1.0,0.0,0.0,0.0,27,acute_15,False,1
0,2,0.3996144790748489,0.19980723953742446,0.40585812947970007,0.3996144790748489,0.26490735332812304,0.3986435665630333,0.13245367666406152,1.0,1.0,0.0,0.6875,0.0,-1,acute_16,False,1
1,3,0.36941340351848484,0.09235335087962122,0.8378285961481986,0.18470670175924242,1.9772192089037957,0.7810960774111411,0.6590730696345986,1.0,1.0,0.921875,1.0,0.03125,-1,acute_16,False,1
2,3,1.4490516967112395,0.3622629241778099,0.8055328219025553,0.7245258483556197,4.324593424614466,0.665509332517077,1.4415311415381555,1.0,0.90625,0.921875,1.0,0.734375,-1,acute_16,False,1
3,8,5.413001179591391,0.3866429413993851,0.8407706179460198,0.7732858827987702,6.036905280190139,0.6227445100022607,0.7546131600237673,0.0,0.90625,0.921875,1.0,0.10416666666666666,-1,acute_16,False,1
0,9,2.433357762361765,0.21900219861255882,0.23333819163949795,0.3041697202952206,1.8351377528817174,0.14353556523184668,0.20390419476463528,0.16883116883116883,0.7142857142857143,0.0,0.0,0.0,2,acute_01,False,1
1,10,3.7200194018173827,0.2214297262986537,0.23333819163949787,0.4133354890908203,1.8351377528817168,0.14353556523184663,0.2039041947646352,0.0,0.7142857142857143,0.0,0.0,0.0,3,acute_01,False,1
0,4,1.0428860393505068,0.17381433989175119,0.33152399840658553,0.34762867978350226,0.9100162581189775,0.30376520494934345,0.22750406452974437,0.88,0.96,0.0,0.0,0.0,4,acute_14,False,1
1,10,4.228519738889406,0.24584417086566315,0.4803725448704871,0.4698355265432674,3.6558798492876736,0.3329489905245965,0.40620887214307483,0.0,0.96,0.0,0.04,0.0,5,acute_14,False,1
2,5,1.4878301613178968,0.18597877016473713,0.6875978036815439,0.3719575403294742,4.2649364059450185,0.5341511801647771,0.8529872811890037,0.88,0.96,0.24,0.48,0.36,-1,acute_14,False,1
0,28,19.384621742313755,0.3769232005449897,0.7189658496298427,0.717948953419028,15.606003999620741,0.6645877685865225,1.4187276363291583,0.0,0.9187500000000001,0.0,0.8125,0.0,6,acute_12,False,1
1,2,0.9279916673783093,0.46399583368915465,0.6607139458957538,0.9279916673783093,1.761760622336463,0.6549899145260267,0.8808803111682315,1.0,0.6000000000000001,0.0,0.8125,0.0,-1,acute_12,False,1
2,9,1.348431087004463,0.10461965330207038,0.7589968862317414,0.16855388587555786,14.724539567947572,0.7081666040190746,1.6360599519941745,1.0,1.0,0.0125,0.8125,0.0,8,acute_12,False,1
0,9,4.769933054911328,0.3252227082894087,0.6044143693849738,0.596241631863916,16.702057687889884,0.43760746911617615,1.8557841875433203,0.06666666666666667,0.7851851851851852,0.0,0.04444444444444444,0.06666666666666667,-1,acute_11,False,1
1,13,8.682161480171807,0.3712766422441891,0.4041087557933526,0.7235134566809839,13.966948533738181,0.2057174133436858,1.0743806564413985,0.0,0.6888888888888889,0.0,0.0,0.0,10,acute_11,False,1
2,5,3.8872397934991554,0.4859049741873944,0.4775482701784932,0.9718099483747888,7.02910788004588,0.41971820897389106,1.4058215760091761,0.4148148148148148,0.3111111111111111,0.0,0.04444444444444444,0.0,11,acute_11,False,1
3,7,1.5833916939566521,0.131949307829721,0.6323964706903438,0.263898615659442,7.43802173654511,0.5730418523703317,1.0625745337921586,0.9888888888888889,1.0,0.0,0.43333333333333335,0.0,12,acute_11,False,1
